"","disease","state_name","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k"
"56","Rotavirus","Alaska",6,5,"5 Years",0.732,1447.15995106835,84.3835562555494,3025.94866924904,176.442354951488,20.6943873002774,1.20668485445436,43.2710659702613,2.52312567580628,0.0107089836379058,0.000624438316291064,0.0223920201524429,0.00130567342664101,7235.79975534176,421.917781277747,15129.7433462452,882.211774757443,1447159.95106835,84383.5562555494,3025948.66924904,176442.354951489,180868.945004425,10546.4256279311,378189.116580083,22052.1184065469,1628028.89607278,94929.9818834804,3404137.78582912,198494.473358035
"57","Rotavirus","Alaska",7,1,"1 Year",0.732,1384.88180505836,22.105410245553,2895.72776802584,46.2214537282865,19.8038098123345,0.316107366511407,41.4089070827695,0.660966788314494,0.0102481253574318,0.000163580035817092,0.0214283854833912,0.00034203875758932,6924.40902529178,110.527051227765,14478.6388401292,231.107268641432,1384881.80505836,22105.4102455531,2895727.76802584,46221.4537282867,173085.297759803,2762.77838330969,361913.847903405,5776.84972986867,1557967.10281816,24868.1886288628,3257641.61592924,51998.3034581554
"58","Rotavirus","Alaska",7,5,"5 Years",0.732,1458.93916241536,96.1627676025569,3050.57848910687,201.072174809319,20.8628300225397,1.37512757671656,43.6232723942282,2.87533209977326,0.0107961498018737,0.000711604480258921,0.0225742808193908,0.00148793409358896,7294.6958120768,480.813838012785,15252.8924455343,1005.3608740466,1458939.16241536,96162.7676025571,3050578.48910687,201072.17480932,182341.134396997,12018.6150205028,381267.400725555,25130.4025520183,1641280.29681236,108181.38262306,3431845.88983242,226202.577361338
"59","Rotavirus","Alaska",8,1,"1 Year",0.732,1387.90566093829,25.1292661254904,2902.05051947369,52.544205176143,19.8470509514176,0.359348505594511,41.4993224284738,0.751382134018841,0.0102705018909434,0.000185956569328629,0.0214751738441053,0.000388827118303458,6939.52830469147,125.646330627452,14510.2525973685,262.721025880715,1387905.66093829,25129.2661254904,2902050.51947369,52544.2051761431,173463.22531539,3140.70593889605,362704.078024861,6567.07985132472,1561368.88625368,28269.9720643866,3264754.59749855,59111.285027468
"60","Rotavirus","Alaska",8,5,"5 Years",0.732,1470.18404336811,107.40764855531,3074.09104729349,224.584732995943,21.023631820164,1.53592937434093,43.9595019762969,3.21156168184198,0.010879361920924,0.00079481659930929,0.0227482737499718,0.00166192702416997,7350.92021684056,537.038242776548,15370.4552364675,1122.92366497971,1470184.04336811,107407.64855531,3074091.04729349,224584.732995943,183746.542108233,13424.0227317397,384206.047272835,28069.0490992989,1653930.58547635,120831.67128705,3458297.09456633,252653.782095242
"61","Rotavirus","Alaska",9,1,"1 Year",0.732,1390.89759402692,28.1211992141143,2908.30652174996,58.8002074524084,19.8898355945849,0.402133148761834,41.5887832610244,0.840842966569439,0.0102926421957992,0.000208096874184445,0.0215214682609497,0.00043512153514782,6954.48797013459,140.605996070572,14541.5326087498,294.001037262042,1390897.59402692,28121.1992141143,2908306.52174996,58800.2074524084,173837.163096672,3514.64372017843,363485.965701353,7348.96752781689,1564734.75712359,31635.8429342927,3271792.48745131,66149.1749802253
"62","Rotavirus","Alaska",9,5,"5 Years",0.732,1480.93014515264,118.153750339835,3096.56067988006,247.05436558251,21.1773010756827,1.68959862985965,44.2808177222849,3.53287742782989,0.0109588830741295,0.000874337752514781,0.0229145490311124,0.00182820230531057,7404.65072576319,590.768751699177,15482.8033994003,1235.27182791255,1480930.14515264,118153.750339835,3096560.67988006,247054.36558251,185089.611401467,14767.0920249733,387014.34689277,30877.3487192333,1666019.75655411,132920.842364809,3483575.02677283,277931.714301743
"63","Rotavirus","Alaska",10,1,"1 Year",0.732,1393.85810718238,31.0817123695792,2914.49682630922,64.9905120116659,19.9321709327081,0.444468486884983,41.6773046162218,0.929364321766822,0.0103145499931496,0.000230004671534886,0.0215672765146882,0.000480929788886327,6969.29053591191,155.408561847897,14572.4841315461,324.952560058331,1393858.10718238,31081.7123695794,2914496.82630922,64990.5120116662,174207.173951869,3884.65457537476,364259.642345778,8122.64417224206,1568065.28113425,34966.366944954,3278756.46865499,73113.1561839081
"64","Rotavirus","Alaska",10,5,"5 Years",0.732,1491.209933595,128.433538782198,3118.05527150027,268.548957202715,21.3243020504085,1.83659960458544,44.5881903824538,3.84025008799882,0.011034953508603,0.000950408186988268,0.023073609009102,0.00198726228330009,7456.04966797501,642.167693910992,15590.2763575013,1342.74478601357,1491209.933595,128433.538782198,3118055.27150026,268548.957202715,186374.399920571,16051.8805440768,389700.783942646,33563.7857691098,1677584.33351557,144485.419326275,3507756.05544291,302112.742971825
"65","Rotavirus","Alaska",11,1,"1 Year",0.732,1396.78769275643,34.011297943629,2920.6224626376,71.1161483400501,19.974064006417,0.486361560593892,41.7649012157177,1.01696092126271,0.0103362289263976,0.000251683604782853,0.0216126062235182,0.000526259497716368,6983.93846378216,170.056489718145,14603.112313188,355.580741700251,1396787.69275643,34011.2979436291,2920622.4626376,71116.1483400504,174573.319416084,4250.80003959063,365025.236625372,8888.23845183613,1571361.01217252,38262.0979832197,3285647.69926297,80004.3867918864
"66","Rotavirus","Alaska",11,5,"5 Years",0.732,1501.05311673067,138.276721917868,3138.63694036732,289.13062606977,21.4650595692486,1.97735712342551,44.8825082472527,4.13456795279771,0.011107793063807,0.00102324774219222,0.0232259133587182,0.0021395666329163,7505.26558365335,691.383609589338,15693.1847018366,1445.65313034885,1501053.11673067,138276.721917868,3138636.94036732,289130.62606977,187604.620635233,17282.1012587389,392273.122080988,36136.123907452,1688657.7373659,155558.823176607,3530910.06244831,325266.749977222
"67","Rotavirus","Alaska",12,1,"1 Year",0.732,1399.68683286736,36.9104380545602,2926.68443882355,77.1781245260016,20.0155217100033,0.527819264180209,41.8515874751768,1.10364718072182,0.0103576825632185,0.000273137241603745,0.0216574648472943,0.000571118121492411,6998.43416433682,184.552190272801,14633.4221941178,385.890622630008,1399686.83286736,36910.4380545605,2926684.43882355,77178.124526002,174935.659745429,4613.14036893504,365782.874533045,9645.87635950871,1574622.49261279,41523.5784234956,3292467.3133566,86824.000885511
"68","Rotavirus","Alaska",12,5,"5 Years",0.732,1510.48693153903,147.710536726227,3158.36263782338,308.856323525828,21.5999631210081,2.11226067518505,45.1645857208743,4.41664542641934,0.0111776032933888,0.00109305797177408,0.023371883519893,0.00228553679409113,7552.43465769515,738.552683631136,15791.8131891169,1544.28161762914,1510486.93153903,147710.536726227,3158362.63782338,308856.323525828,188783.677677611,18461.1583011173,394738.479200441,38601.481026905,1699270.60921664,166171.695027345,3553101.11702382,347457.804552733
"69","Rotavirus","Alaska",13,1,"1 Year",0.732,1402.55599966453,39.7796048517262,2932.68374211088,83.1774278133323,20.0565507952028,0.568848349379682,41.9373775121856,1.18943721773065,0.0103789143975175,0.000294369075902773,0.0217018596916205,0.000615512965818657,7012.77999832265,198.898024258631,14663.4187105544,415.887139066662,1402555.99966453,39779.6048517262,2932683.74211088,83177.4278133324,175294.253950072,4971.73457357843,366532.679456502,10395.6812829659,1577850.2536146,44751.3394253047,3299216.42156738,93573.1090962983
"70","Rotavirus","Alaska",13,5,"5 Years",0.732,1519.53639563164,156.760000818838,3177.28467460876,327.778360311213,21.7293704575325,2.24166801170938,45.4351708469053,4.68723055245035,0.0112445693276741,0.0011600240060594,0.0235119065921049,0.00242555986630298,7597.68197815821,783.80000409419,15886.4233730438,1638.89180155607,1519536.39563164,156760.000818838,3177284.67460876,327778.360311214,189914.697798834,19592.17842234,397103.393201953,40966.3950284161,1709451.09343047,176352.179241178,3574388.06781072,368744.75533963
"71","Rotavirus","Alaska",14,1,"1 Year",0.732,1405.39565558468,42.6192607718754,2938.62133943477,89.1150251372198,20.0971578748609,0.609455429037816,42.0222851539172,1.27434485946224,0.0103999278513266,0.000315382529711878,0.0217457979118173,0.000659451186015427,7026.97827792339,213.096303859377,14693.1066971738,445.5751256861,1405395.65558468,42619.2607718755,2938621.33943477,89115.0251372201,175649.159826284,5326.64044979052,367274.772245236,11137.7740717,1581044.81541096,47945.901221666,3305896.11168001,100252.79920892
"72","Rotavirus","Alaska",14,5,"5 Years",0.732,1528.22452879195,165.448133979142,3195.45118409189,345.944869794337,21.8536107617248,2.36590831590173,45.694951932514,4.94701163805902,0.0113088615130604,0.00122431619144565,0.02364633876228,0.00255999203647809,7641.12264395973,827.240669895709,15977.2559204594,1729.72434897169,1528224.52879195,165448.133979142,3195451.18409189,345944.869794338,191000.558057475,20678.0386809811,399373.879890172,43236.8817166358,1719225.08684942,186126.172660123,3594825.06398206,389181.751510974
"73","Rotavirus","Alaska",15,1,"1 Year",0.732,1408.20625360043,45.4298587876217,2944.4981779413,94.9918636437464,20.1373494264861,0.64964698066299,42.1063239445605,1.35838365010557,0.0104207262766431,0.0003361809550284,0.0217892865167656,0.000702939790963722,7041.03126800213,227.149293938109,14722.4908897065,474.959318218732,1408206.25360043,45429.8587876218,2944498.1779413,94991.8636437466,176000.433987488,5677.91461099454,368009.271275459,11872.2731019227,1584206.68758791,51107.7733986164,3312507.44921676,106864.136745669
"74","Rotavirus","Alaska",15,5,"5 Years",0.732,1536.5725484972,173.796153684393,3212.90653109712,363.400216799567,21.9729874435099,2.48528499768682,45.9445633946888,5.19662310023381,0.0113706368588793,0.00128609153726451,0.0237755083301187,0.00268916160431679,7682.86274248598,868.980768421965,16064.5326554856,1817.00108399784,1536572.5484972,173796.153684393,3212906.53109712,363400.216799567,192043.910256277,21721.3908797828,401555.48406958,45418.4858960435,1728616.45875347,195517.544564176,3614462.0151667,408818.702695611
"75","Rotavirus","Alaska",16,1,"1 Year",0.732,1410.98823746113,48.2118426483262,2950.31518549112,100.808871193573,20.1771317956942,0.689429349871062,42.1895071525231,1.44156685806809,0.0104413129572124,0.000356767635597614,0.0218323323726343,0.000745985646832438,7054.94118730565,241.059213241631,14751.5759274556,504.044355967865,1410988.23746113,48211.8426483264,2950315.18549112,100808.871193573,176348.131894367,6025.61251787309,368736.292513051,12599.2943395151,1587336.3693555,54237.4551661995,3319051.47800417,113408.165533088
"76","Rotavirus","Alaska",16,5,"5 Years",0.732,1544.60004291898,181.823648106177,3229.69167364136,380.185359343809,22.0877806137414,2.60007816791833,46.1845909330714,5.43665063861647,0.0114300403176005,0.00134549499598571,0.0238997183849461,0.00281337165914419,7723.0002145949,909.118240530884,16148.4583682068,1900.92679671905,1544600.04291898,181823.648106177,3229691.67364136,380185.359343809,193047.2025641,22724.6831876062,403653.324755044,47516.326581508,1737647.24548308,204548.331293783,3633344.9983964,427701.685925318
"77","Rotavirus","Alaska",17,1,"1 Year",0.732,1413.74204192646,50.9656471136575,2956.07327114785,106.566956850303,20.2165111995484,0.7288087537253,42.2718477774143,1.52390748295933,0.0104616911102558,0.000377145788641065,0.0218749422064941,0.000788595480692242,7068.7102096323,254.828235568288,14780.3663557393,532.834784251516,1413742.04192646,50965.6471136576,2956073.27114785,106566.956850303,176692.307884053,6369.78850755913,369455.949574601,13318.9514010646,1590434.34981051,57335.4356212167,3325529.22072245,119885.908251368
"78","Rotavirus","Alaska",17,5,"5 Years",0.732,1552.32512437183,189.548729559028,3245.84448378846,396.33816949091,22.1982492785172,2.7105468326941,46.415576118175,5.66763582372001,0.0114872059203516,0.0014026605987368,0.0240192491800346,0.00293290245423273,7761.62562185916,947.74364779514,16229.2224189423,1981.69084745455,1552325.12437183,189548.729559028,3245844.48378846,396338.169490911,194012.69869424,23690.1793177464,405672.135272849,49535.1370993129,1746337.82306607,213238.908876775,3651516.61906131,445873.306590224
"79","Rotavirus","Alaska",18,1,"1 Year",0.732,1416.4680929929,53.6916981800923,2961.77332565164,112.267011354087,20.2554937297984,0.76779128397532,42.3533585568184,1.60541826236345,0.0104818638881474,0.000397318566532683,0.0219171226098221,0.000830775884020246,7082.34046496448,268.458490900462,14808.8666282582,561.335056770437,1416468.0929929,53691.6981800923,2961773.32565164,112267.011354087,177033.015198438,6710.49582194432,370168.353786593,14031.3556130566,1593501.10819133,60402.1940020367,3331941.67943823,126298.366967144
"80","Rotavirus","Alaska",18,5,"5 Years",0.732,1559.76456574025,196.988170927446,3261.40003291218,411.893718614628,22.3046332900856,2.81693084426248,46.6380204706442,5.89008017618918,0.0115422577864778,0.0014577124648631,0.0241343602435501,0.00304801351774825,7798.82282870125,984.94085463723,16307.0001645609,2059.46859307314,1559764.56574025,196988.170927446,3261400.03291218,411893.718614628,194942.494955348,24619.975578854,407616.29891343,51479.3007398934,1754707.0606956,221608.1465063,3669016.33182561,463373.019354522
"81","Rotavirus","Alaska",19,1,"1 Year",0.732,1419.16680811341,56.3904133006026,2967.41622187853,117.909907580978,20.2940853560217,0.806382910198618,42.434051972863,1.68611167840798,0.0105018343800392,0.000417289058424459,0.0219588800419011,0.000872533316099235,7095.83404056703,281.952066503013,14837.0811093926,589.549537904889,1419166.80811341,56390.4133006027,2967416.22187853,117909.907580978,177370.30601163,7047.78663513594,370873.614242822,14736.6160692858,1596537.11412504,63438.1999357387,3338289.83612135,132646.523650264
"82","Rotavirus","Alaska",19,5,"5 Years",0.732,1566.93392204699,204.157527234183,3276.3908458902,426.884531592646,22.4071550852719,2.91945263944881,46.8523890962298,6.10444880177483,0.0115953110231477,0.00151076570153295,0.0242452922595875,0.00315894553378558,7834.66961023493,1020.78763617091,16381.954229451,2134.42265796323,1566933.92204699,204157.527234183,3276390.8458902,426884.531592646,195838.535445276,25516.0160687827,409489.880701048,53352.8825275121,1762772.45749226,229673.543302966,3685880.72659124,480237.414120159
"83","Rotavirus","Alaska",20,1,"1 Year",0.732,1421.83859641057,59.0622015977633,2973.00281528608,123.496500988528,20.3322919286711,0.844589482848015,42.5139402585909,1.76599996413594,0.0105216056134382,0.000437060291823449,0.022000220833117,0.000913874107315104,7109.19298205283,295.311007988817,14865.0140764304,617.482504942638,1421838.59641057,59062.2015977635,2973002.81528608,123496.500988528,177704.231456585,7381.71208009167,371571.837860085,15434.8396865482,1599542.82786715,66443.9136778552,3344574.65314616,138931.340675076
"84","Rotavirus","Alaska",20,5,"5 Years",0.732,1573.84763901696,211.071244204157,3290.84712810656,441.340813809006,22.5060212379425,3.01831879211944,47.0591139319237,6.31117363746878,0.0116464725287255,0.00156192720711076,0.0243522687479885,0.00326592202218664,7869.2381950848,1055.35622102078,16454.2356405328,2206.70406904503,1573847.63901696,211071.244204157,3290847.12810656,441340.813809006,196702.625619618,26380.106243124,411296.655765014,55159.6575914772,1770550.26463658,237451.350447281,3702143.78387157,496500.471400483
"85","Rotavirus","Arizona",0,1,"1 Year",0.68,12006.4863518805,0,3005.38583372686,0,171.692754831891,0,42.9770174222942,0,0.0888479990039156,0,0.0222398551695788,0,60032.4317594024,0,15026.9291686343,0,12006486.3518805,0,3005385.83372686,0,1500594.67723073,0,375619.132270851,0,13507081.0291112,0,3381004.96599772,0
"86","Rotavirus","Arizona",0,5,"5 Years",0.68,12006.4863518805,0,3005.38583372686,0,171.692754831891,0,42.9770174222942,0,0.0888479990039156,0,0.0222398551695788,0,60032.4317594024,0,15026.9291686343,0,12006486.3518805,0,3005385.83372686,0,1500594.67723073,0,375619.132270851,0,13507081.0291112,0,3381004.96599772,0
